SoC,OCV
0.294,44.982297016306816
0.295,44.98539167681911
0.296,44.988475949049324
0.297,44.991549903077846
0.298,44.99461360827839
0.299,44.99766713332743
0.3,45.00071054621356
0.301,45.00374391424655
0.302,45.00676730406649
0.303,45.00978078165254
0.304,45.01278441233167
0.305,45.01577826078723
0.306,45.0187623910674
0.307,45.021736866593464
0.308,45.02470175016792
0.309,45.02765710398257
0.31,45.030602989626395
0.311,45.03353946809329
0.312,45.03646659978973
0.313,45.03938444454229
0.314,45.04229306160506
0.315,45.04519250966687
0.316,45.04808284685851
0.317,45.05096413075977
0.318,45.05383641840638
0.319,45.056699766296816
0.32,45.059554230399065
0.321,45.06239986615726
0.322,45.0652367284981
0.323,45.068064871837414
0.324,45.070884350086345
0.325,45.07369521665764
0.326,45.0764975244718
0.327,45.07929132596299
0.328,45.082076673085155
0.329,45.08485361731769
0.33,45.08762220967133
0.331,45.090382500693785
0.332,45.09313454047528
0.333,45.09587837865412
0.334,45.0986140644221
0.335,45.10134164652979
0.336,45.104061173291896
0.337,45.106772692592315
0.338,45.109476251889355
0.339,45.112171898220716
0.34,45.11485967820842
0.341,45.11753963806376
0.342,45.12021182359201
0.343,45.12287628019729
0.344,45.12553305288718
0.345,45.128182186277236
0.346,45.13082372459573
0.347,45.13345771168791
0.348,45.136084191020544
0.349,45.138703205686234
0.35,45.141314798407656
0.351,45.143919011541826
0.352,45.14651588708427
0.353,45.149105466673056
0.354,45.151687791592934
0.355,45.15426290277926
0.356,45.156830840821925
0.357,45.15939164596929
0.358,45.16194535813191
0.359,45.164492016886406
0.36,45.167031661479136
0.361,45.169564330829814
0.362,45.1720900635352
0.363,45.17460889787265
0.364,45.17712087180356
0.365,45.17962602297692
0.366,45.18212438873271
0.367,45.18461600610522
0.368,45.18710091182648
0.369,45.18957914232941
0.37,45.19205073375116
0.371,45.194515721936305
0.372,45.1969741424399
0.373,45.19942603053069
0.374,45.201871421194106
0.375,45.20431034913536
0.376,45.20674284878236
0.377,45.2091689542887
0.378,45.21158869953655
0.379,45.21400211813953
0.38,45.21640924344554
0.381,45.21881010853956
0.382,45.22120474624637
0.383,45.22359318913334
0.384,45.22597546951307
0.385,45.22835161944599
0.386,45.23072167074309
0.387,45.233085654968455
0.388,45.23544360344173
0.389,45.2377955472408
0.39,45.240141517204094
0.391,45.24248154393319
0.392,45.24481565779515
0.393,45.24714388892491
0.394,45.24946626722769
0.395,45.251782822381294
0.396,45.25409358383837
0.397,45.25639858082877
0.398,45.25869784236171
0.399,45.26099139722804
0.4,45.26327927400237
0.401,45.265561501045326
0.402,45.26783810650558
