counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
480,939,43339,22143,32760,32763,32766,32766,54107,0
481,941,43343,22159,32760,32763,32765,32767,54108,0
482,939,43377,22164,32761,32762,32765,32767,54107,1
483,938,43321,22128,32760,32763,32764,32766,54107,0
484,938,43367,22144,32760,32762,32764,32767,54107,1
485,938,43363,22160,32761,32762,32765,32766,54107,0
486,943,43316,22151,32760,32762,32765,32766,54107,0
487,938,43352,22121,32760,32763,32765,32766,54107,0
488,938,43343,22141,32760,32763,32764,32767,54107,1
489,939,43346,22149,32760,32763,32765,32766,54109,1
490,938,43362,22156,32760,32762,32765,32767,54107,0
491,942,43325,22130,32760,32762,32765,32766,54108,0
492,938,43358,22129,32761,32762,32764,32766,54107,1
493,939,43367,22174,32761,32762,32764,32768,54108,0
494,943,43302,22162,32760,32763,32765,32766,54108,0
495,938,43356,22145,32759,32763,32765,32767,54107,0
496,943,43358,22128,32760,32763,32764,32766,54107,0
497,938,43304,22149,32760,32764,32765,32768,54108,0
498,938,43359,22168,32759,32763,32764,32766,54108,0
499,938,43327,22137,32760,32762,32764,32767,54107,0
500,939,43341,22127,32760,32762,32765,32766,54108,1
501,942,43377,22143,32761,32763,32765,32766,54108,0
502,938,43322,22162,32759,32762,32765,32767,54108,0
503,939,43371,22149,32761,32763,32764,32767,54108,0
504,938,43354,22125,32759,32764,32764,32766,54108,2
505,938,43322,22155,32759,32763,32765,32768,54107,0
506,942,43370,22162,32760,32762,32765,32766,54108,1
507,938,43340,22149,32760,32762,32765,32767,54107,0
